ts,F1_f,TGT1_f,F2_f,TGT2_f,REF_f
46664.00003433228,0.0,3458.0,3711.6646285714287,4226.0,3842.0
47664.99996185303,0.0,3458.0,3711.673714285714,4226.0,3842.0
48665.99988937378,0.0,3458.0,3711.670080952381,4226.0,3842.0
49667.00005531311,0.0,3458.0,3711.686428571428,4226.0,3842.0
50667.99998283386,0.0,3458.0,3711.731842857143,4226.0,3842.0
51668.99991035461,0.0,3458.0,3711.731842857143,4226.0,3842.0
52669.999837875366,0.0,3458.0,3711.7500095238092,4226.0,3842.0
53671.0000038147,0.0,3458.0,3711.7227619047617,4226.0,3842.0
54671.99993133545,0.0,3458.0,3711.7245809523815,4226.0,3842.0
55672.9998588562,0.0,3458.0,3711.702780952381,4226.0,3842.0
56674.00002479553,0.0,3458.0,3711.706414285715,4226.0,3842.0
57674.99995231629,0.0,3458.0,3711.728214285715,4226.0,3842.0
58675.99987983704,0.0,3458.0,3711.5847095238096,4226.0,3842.0
59677.00004577637,0.0,3458.0,3711.5393000000004,4226.0,3842.0
60677.99997329712,0.0,3458.0,3711.5865285714285,4226.0,3842.0
61678.99990081787,0.0,3458.0,3711.7191380952377,4226.0,3842.0
62679.99982833862,0.0,3458.0,3711.722771428572,4226.0,3842.0
63680.999994277954,0.0,3458.0,3711.726404761905,4226.0,3842.0
64681.99992179871,0.0,3458.0,3711.699157142857,4226.0,3842.0
65682.99984931946,0.0,3458.0,3711.7118761904762,4226.0,3842.0
66684.00001525879,0.0,3458.0,3711.6501142857146,4226.0,3842.0
67684.99994277954,0.0,3458.0,3711.688261904762,4226.0,3842.0
68685.9998703003,0.0,3458.0,3711.71369047619,4226.0,3842.0
69687.00003623962,0.0,3458.0,3711.757290476191,4226.0,3842.0
70687.99996376038,0.0,3458.0,3711.7536571428577,4226.0,3842.0
71688.99989128113,0.0,3458.0,3711.760923809524,4226.0,3842.0
72690.00005722046,0.0,3458.0,3711.740942857143,4226.0,3842.0
73690.99998474121,0.0,3458.0,3711.728228571429,4226.0,3842.0
74691.99991226196,0.0,3458.0,3711.7082476190476,4226.0,3842.0
75692.99983978271,0.0,3458.0,3711.7445761904755,4226.0,3842.0
76694.00000572205,0.0,3458.0,3711.791809523809,4226.0,3842.0
77694.9999332428,0.0,3458.0,3711.804523809524,4226.0,3842.0
78695.99986076355,0.0,3458.0,3711.731861904762,4226.0,3842.0
79697.00002670288,0.0,3458.0,3711.706428571428,4226.0,3842.0
80697.99995422363,0.0,3458.0,3711.6573809523807,4226.0,3842.0
81698.99988174438,0.0,3458.0,3711.5938047619047,4226.0,3842.0
82700.00004768372,0.0,3458.0,3711.4720952380953,4226.0,3842.0
83700.99997520447,0.0,3458.0,3711.4957095238096,4226.0,3842.0
84701.99990272522,0.0,3458.0,3711.473909523809,4226.0,3842.0
85702.99983024597,0.0,3458.0,3711.52659047619,4226.0,3842.0
86703.9999961853,0.0,3458.0,3711.537485714286,4226.0,3842.0
87704.99992370605,0.0,3458.0,3711.5284047619048,4226.0,3842.0
88705.9998512268,0.0,3458.0,3711.5465714285715,4226.0,3842.0
89707.00001716614,0.0,3458.0,3711.630133333334,4226.0,3842.0
90707.99994468688,0.0,3458.0,3711.6283142857137,4226.0,3842.0
91708.99987220764,0.0,3458.0,3711.6446619047615,4226.0,3842.0
92710.00003814696,0.0,3458.0,3711.5992476190477,4226.0,3842.0
93710.99996566772,0.0,3458.0,3711.610142857143,4226.0,3842.0
94711.99989318848,0.0,3458.0,3711.5828952380953,4226.0,3842.0
95713.0000591278,0.0,3458.0,3711.579261904762,4226.0,3842.0
96713.99998664856,0.0,3458.0,3711.5265809523808,4226.0,3842.0
97714.99991416933,0.0,3458.0,3711.4920666666667,4226.0,3842.0
98715.99984169006,0.0,3458.0,3711.4648190476187,4226.0,3842.0
99717.0000076294,0.0,3458.0,3711.508414285714,4226.0,3842.0
100717.99993515016,0.0,3458.0,3711.515680952381,4226.0,3842.0
101718.9998626709,0.0,3458.0,3711.513861904762,4226.0,3842.0
102720.00002861024,0.0,3458.0,3711.5411095238096,4226.0,3842.0
103720.99995613098,0.0,3458.0,3711.544742857143,4226.0,3842.0
104721.99988365172,0.0,3458.0,3711.5538285714283,4226.0,3842.0
105723.00004959106,0.0,3458.0,3711.571995238095,4226.0,3842.0
106723.99997711182,0.0,3458.0,3711.5465619047623,4226.0,3842.0
107724.99990463255,0.0,3458.0,3711.544747619048,4226.0,3842.0
108725.99983215332,0.0,3458.0,3711.570176190476,4226.0,3842.0
109726.99999809264,0.0,3458.0,3711.517495238095,4226.0,3842.0
110727.9999256134,0.0,3458.0,3711.508414285714,4226.0,3842.0
111728.99985313416,0.0,3458.0,3711.571995238096,4226.0,3842.0
112730.00001907349,0.0,3458.0,3711.5919761904765,4226.0,3842.0
113730.99994659424,0.0,3458.0,3711.617404761905,4226.0,3842.0
114731.999874115,0.0,3458.0,3711.6210380952384,4226.0,3842.0
115733.00004005432,0.0,3458.0,3711.630119047619,4226.0,3842.0
116733.99996757507,0.0,3458.0,3711.6446523809523,4226.0,3842.0
117734.99989509584,0.0,3458.0,3711.628304761905,4226.0,3842.0
118736.00006103516,0.0,3458.0,3711.6174047619043,4226.0,3842.0
119736.99998855592,0.0,3458.0,3711.6155857142853,4226.0,3842.0
120737.99991607666,0.0,3458.0,3711.553823809524,4226.0,3842.0
121738.9998435974,0.0,3458.0,3711.5810714285712,4226.0,3842.0
123622.99990653992,0.0,3458.0,3711.6046904761906,4226.0,3842.0
124623.99983406068,0.0,3458.0,3711.5883428571433,4226.0,3842.0
125623.99983406068,0.0,3458.0,3711.608323809524,4226.0,3842.0
126625.99992752077,0.0,3458.0,3711.582890476191,4226.0,3842.0
127626.9998550415,0.0,3458.0,3711.5556428571426,4226.0,3842.0
128628.00002098083,0.0,3458.0,3711.5338428571426,4226.0,3842.0
129628.9999485016,0.0,3458.0,3711.515676190476,4226.0,3842.0
130629.99987602234,0.0,3458.0,3711.4938809523806,4226.0,3842.0
131631.00004196167,0.0,3458.0,3711.4993333333337,4226.0,3842.0
132631.99996948242,0.0,3458.0,3711.5211285714286,4226.0,3842.0
133632.99989700317,0.0,3458.0,3711.4575476190475,4226.0,3842.0
134634.0000629425,0.0,3458.0,3711.484795238095,4226.0,3842.0
135634.99999046326,0.0,3458.0,3711.477533333333,4226.0,3842.0
136635.999917984,0.0,3458.0,3711.4920666666662,4226.0,3842.0
137636.99984550476,0.0,3458.0,3711.4848,4226.0,3842.0
138638.0000114441,0.0,3458.0,3711.5066,4226.0,3842.0
139638.99993896484,0.0,3458.0,3711.4920666666667,4226.0,3842.0
140639.9998664856,0.0,3458.0,3711.4539190476194,4226.0,3842.0
141641.00003242493,0.0,3458.0,3711.502966666667,4226.0,3842.0
142641.99995994568,0.0,3458.0,3711.566547619047,4226.0,3842.0
143642.99988746643,0.0,3458.0,3711.6101476190474,4226.0,3842.0
144644.00005340576,0.0,3458.0,3711.6482904761906,4226.0,3842.0
145644.9999809265,0.0,3458.0,3711.670085714286,4226.0,3842.0
146645.99990844727,0.0,3458.0,3711.6573714285714,4226.0,3842.0
147646.99983596802,0.0,3458.0,3711.6573714285714,4226.0,3842.0
148648.00000190735,0.0,3458.0,3711.6846190476194,4226.0,3842.0
149648.9999294281,0.0,3458.0,3711.700971428572,4226.0,3842.0
150649.99985694885,0.0,3458.0,3711.764552380953,4226.0,3842.0
151651.00002288818,0.0,3458.0,3711.844476190476,4226.0,3842.0
152651.99995040894,0.0,3458.0,3711.82630952381,4226.0,3842.0
153652.9998779297,0.0,3458.0,3711.717319047619,4226.0,3842.0
154654.00004386902,0.0,3458.0,3711.670090476191,4226.0,3842.0
155654.99997138977,0.0,3458.0,3711.6755428571423,4226.0,3842.0
156655.99989891052,0.0,3458.0,3711.7554666666665,4226.0,3842.0
157657.00006484985,0.0,3458.0,3711.8008809523812,4226.0,3842.0
158657.9999923706,0.0,3458.0,3711.902604761905,4226.0,3842.0
159658.99991989136,0.0,3458.0,3711.9552809523807,4226.0,3842.0
160659.9998474121,0.0,3458.0,3712.0043285714282,4226.0,3842.0
161661.00001335144,0.0,3458.0,3712.0515571428573,4226.0,3842.0
162661.9999408722,0.0,3458.0,3712.027942857143,4226.0,3842.0
163662.99986839294,0.0,3458.0,3712.0515571428573,4226.0,3842.0
164664.00003433228,0.0,3458.0,3712.004323809524,4226.0,3842.0
165664.99996185303,0.0,3458.0,3711.9625476190477,4226.0,3842.0
166665.99988937378,0.0,3458.0,3711.895338095238,4226.0,3842.0
167667.0000553131,0.0,3458.0,3711.866276190476,4226.0,3842.0
168667.99998283386,0.0,3458.0,3711.895338095238,4226.0,3842.0
169668.9999103546,0.0,3458.0,3711.90079047619,4226.0,3842.0
170669.99983787537,0.0,3458.0,3711.897157142857,4226.0,3842.0
171671.0000038147,0.0,3458.0,3711.839028571428,4226.0,3842.0
172671.99993133545,0.0,3458.0,3711.764552380953,4226.0,3842.0
173672.9998588562,0.0,3458.0,3711.775452380952,4226.0,3842.0
174674.00002479553,0.0,3458.0,3711.835395238095,4226.0,3842.0
175674.99995231628,0.0,3458.0,3711.9207714285717,4226.0,3842.0
176675.99987983704,0.0,3458.0,3711.9389380952384,4226.0,3842.0
177677.00004577637,0.0,3458.0,3711.909876190476,4226.0,3842.0
178677.99997329712,0.0,3458.0,3711.8880761904766,4226.0,3842.0
179678.99990081787,0.0,3458.0,3711.8208666666665,4226.0,3842.0
180679.99982833865,0.0,3458.0,3711.786352380953,4226.0,3842.0
181680.99999427795,0.0,3458.0,3711.7954333333337,4226.0,3842.0
182681.9999217987,0.0,3458.0,3711.8172333333337,4226.0,3842.0
183682.99984931943,0.0,3458.0,3711.822680952381,4226.0,3842.0
184684.0000152588,0.0,3458.0,3711.829947619048,4226.0,3842.0
185684.99994277957,0.0,3458.0,3711.884442857143,4226.0,3842.0
186685.9998703003,0.0,3458.0,3711.9225904761906,4226.0,3842.0
187687.0000362396,0.0,3458.0,3711.971633333333,4226.0,3842.0
188687.9999637604,0.0,3458.0,3712.0097761904763,4226.0,3842.0
189688.99989128116,0.0,3458.0,3712.0461095238093,4226.0,3842.0
190690.0000572205,0.0,3458.0,3712.1205857142854,4226.0,3842.0
191690.9999847412,0.0,3458.0,3712.1187666666665,4226.0,3842.0
192691.999912262,0.0,3458.0,3712.102414285714,4226.0,3842.0
193692.99983978271,0.0,3458.0,3712.0951476190476,4226.0,3842.0
194694.00000572205,0.0,3458.0,3712.106047619048,4226.0,3842.0
195694.9999332428,0.0,3458.0,3712.1006,4226.0,3842.0
196695.99986076355,0.0,3458.0,3712.053371428571,4226.0,3842.0
197697.00002670288,0.0,3458.0,3711.9970571428576,4226.0,3842.0
198697.99995422363,0.0,3458.0,3711.9262095238096,4226.0,3842.0
199698.9998817444,0.0,3458.0,3711.8698999999997,4226.0,3842.0
200700.0000476837,0.0,3458.0,3711.7990571428577,4226.0,3842.0
201700.99997520447,0.0,3458.0,3711.7536476190476,4226.0,3842.0
202701.9999027252,0.0,3458.0,3711.740933333333,4226.0,3842.0
203702.999830246,0.0,3458.0,3711.7209523809524,4226.0,3842.0
204703.9999961853,0.0,3458.0,3711.7155047619044,4226.0,3842.0
205704.99992370603,0.0,3458.0,3711.706423809523,4226.0,3842.0
206705.9998512268,0.0,3458.0,3711.693709523809,4226.0,3842.0
207707.0000171661,0.0,3458.0,3711.6755428571432,4226.0,3842.0
208707.9999446869,0.0,3458.0,3711.659195238095,4226.0,3842.0
209708.99987220764,0.0,3458.0,3711.635580952381,4226.0,3842.0
210710.00003814697,0.0,3458.0,3711.5865333333336,4226.0,3842.0
211710.99996566767,0.0,3458.0,3711.6119666666664,4226.0,3842.0
212711.99989318848,0.0,3458.0,3711.6918952380956,4226.0,3842.0
213713.0000591278,0.0,3458.0,3711.730042857143,4226.0,3842.0
214713.99998664856,0.0,3458.0,3711.770009523809,4226.0,3842.0
215714.9999141693,0.0,3458.0,3711.7536571428577,4226.0,3842.0
216715.9998416901,0.0,3458.0,3711.7245904761908,4226.0,3842.0
217717.0000076294,0.0,3458.0,3711.695523809524,4226.0,3842.0
218717.99993515012,0.0,3458.0,3711.6973380952377,4226.0,3842.0
219718.9998626709,0.0,3458.0,3711.7100571428573,4226.0,3842.0
220720.00002861023,0.0,3458.0,3711.730038095238,4226.0,3842.0
221720.99995613095,0.0,3458.0,3711.7609190476187,4226.0,3842.0
222721.99988365173,0.0,3458.0,3711.7282190476185,4226.0,3842.0
223723.00004959104,0.0,3458.0,3711.710052380952,4226.0,3842.0
224723.99997711185,0.0,3458.0,3711.717319047619,4226.0,3842.0
225724.99990463257,0.0,3458.0,3711.7082380952384,4226.0,3842.0
226725.9998321533,0.0,3458.0,3711.704604761905,4226.0,3842.0
227726.99999809265,0.0,3458.0,3711.6682761904763,4226.0,3842.0
228727.9999256134,0.0,3458.0,3711.673723809524,4226.0,3842.0
229728.99985313416,0.0,3458.0,3711.7082380952384,4226.0,3842.0
230730.0000190735,0.0,3458.0,3711.77,4226.0,3842.0
231730.99994659424,0.0,3458.0,3711.7827142857145,4226.0,3842.0
232731.999874115,0.0,3458.0,3711.7263999999996,4226.0,3842.0
233733.00004005432,0.0,3458.0,3711.7209523809524,4226.0,3842.0
234733.99996757507,0.0,3458.0,3711.717319047619,4226.0,3842.0
235734.99989509585,0.0,3458.0,3711.7245809523815,4226.0,3842.0
236736.0000610352,0.0,3458.0,3711.7590952380947,4226.0,3842.0
237736.9999885559,0.0,3458.0,3711.777261904762,4226.0,3842.0
238737.99991607663,0.0,3458.0,3711.775447619048,4226.0,3842.0
239738.9998435974,0.0,3458.0,3711.799066666667,4226.0,3842.0
240740.00000953677,0.0,3458.0,3711.839028571429,4226.0,3842.0
241740.9999370575,0.0,3458.0,3711.8353952380953,4226.0,3842.0
243875.99992752075,0.0,3458.0,3711.8353952380953,4226.0,3842.0
244876.9998550415,0.0,3458.0,3711.8789904761907,4226.0,3842.0
245878.00002098083,0.0,3458.0,3711.9098714285715,4226.0,3842.0
246878.9999485016,0.0,3458.0,3711.8590047619045,4226.0,3842.0
247879.99987602237,0.0,3458.0,3711.8281238095237,4226.0,3842.0
248881.00004196167,0.0,3458.0,3711.8135904761903,4226.0,3842.0
249881.9999694824,0.0,3458.0,3711.8335714285718,4226.0,3842.0
250882.9998970032,0.0,3458.0,3711.8481047619043,4226.0,3842.0
251884.0000629425,0.0,3458.0,3711.8517380952376,4226.0,3842.0
252884.9999904633,0.0,3458.0,3711.8172238095235,4226.0,3842.0
253885.999917984,0.0,3458.0,3711.8244904761905,4226.0,3842.0
254886.9998455048,0.0,3458.0,3711.7990571428577,4226.0,3842.0
255888.0000114441,0.0,3458.0,3711.73910952381,4226.0,3842.0
256888.99993896484,0.0,3458.0,3711.762728571429,4226.0,3842.0
257889.9998664856,0.0,3458.0,3711.7954285714286,4226.0,3842.0
258891.00003242493,0.0,3458.0,3711.762733333333,4226.0,3842.0
259891.99995994568,0.0,3458.0,3711.735485714286,4226.0,3842.0
260892.99988746643,0.0,3458.0,3711.800880952381,4226.0,3842.0
261894.00005340576,0.0,3458.0,3711.809961904762,4226.0,3842.0
262894.9999809265,0.0,3458.0,3711.7899809523806,4226.0,3842.0
263895.99990844727,0.0,3458.0,3711.8117809523806,4226.0,3842.0
264896.999835968,0.0,3458.0,3711.8571904761907,4226.0,3842.0
265898.00000190735,0.0,3458.0,3711.904423809524,4226.0,3842.0
266898.9999294281,0.0,3458.0,3711.8935285714288,4226.0,3842.0
267899.99985694885,0.0,3458.0,3711.933495238095,4226.0,3842.0
268901.0000228882,0.0,3458.0,3711.989804761905,4226.0,3842.0
269901.99995040894,0.0,3458.0,3711.9843523809527,4226.0,3842.0
270902.9998779297,0.0,3458.0,3712.0152333333326,4226.0,3842.0
271904.000043869,0.0,3458.0,3711.993433333333,4226.0,3842.0
272904.99997138977,0.0,3458.0,3711.9698190476192,4226.0,3842.0
273905.9998989105,0.0,3458.0,3711.9425714285717,4226.0,3842.0
274907.00006484985,0.0,3458.0,3711.9062428571424,4226.0,3842.0
275907.9999923706,0.0,3458.0,3711.826319047619,4226.0,3842.0
276908.99991989136,0.0,3458.0,3711.759109523809,4226.0,3842.0
277909.9998474121,0.0,3458.0,3711.670095238095,4226.0,3842.0
278911.00001335144,0.0,3458.0,3711.591985714286,4226.0,3842.0
279911.9999408722,0.0,3458.0,3711.590166666667,4226.0,3842.0
280912.99986839294,0.0,3458.0,3711.606514285714,4226.0,3842.0
281914.0000343323,0.0,3458.0,3711.601061904762,4226.0,3842.0
282914.999961853,0.0,3458.0,3711.5992428571426,4226.0,3842.0
283915.9998893738,0.0,3458.0,3711.6137761904765,4226.0,3842.0
284917.0000553131,0.0,3458.0,3711.6028761904768,4226.0,3842.0
285917.99998283386,0.0,3458.0,3711.584714285714,4226.0,3842.0
286918.9999103546,0.0,3458.0,3711.561095238095,4226.0,3842.0
287919.99983787537,0.0,3458.0,3711.590157142857,4226.0,3842.0
288921.0000038147,0.0,3458.0,3711.613771428571,4226.0,3842.0
289921.99993133545,0.0,3458.0,3711.584709523809,4226.0,3842.0
290922.9998588562,0.0,3458.0,3711.6155904761904,4226.0,3842.0
291924.00002479553,0.0,3458.0,3711.611957142857,4226.0,3842.0
292924.9999523163,0.0,3458.0,3711.641023809524,4226.0,3842.0
293925.99987983704,0.0,3458.0,3711.6846190476185,4226.0,3842.0
294927.0000457764,0.0,3458.0,3711.700971428571,4226.0,3842.0
295927.9999732971,0.0,3458.0,3711.7518333333333,4226.0,3842.0
296928.9999008179,0.0,3458.0,3711.831757142857,4226.0,3842.0
297929.9998283386,0.0,3458.0,3711.900780952381,4226.0,3842.0
298930.99999427795,0.0,3458.0,3711.971628571429,4226.0,3842.0
299931.9999217987,0.0,3458.0,3711.9752619047613,4226.0,3842.0
300932.99984931946,0.0,3458.0,3711.958914285714,4226.0,3842.0
301934.0000152588,0.0,3458.0,3711.966180952381,4226.0,3842.0
302934.99994277954,0.0,3458.0,3711.9571000000005,4226.0,3842.0
303935.9998703003,0.0,3458.0,3711.964366666667,4226.0,3842.0
304937.0000362396,0.0,3458.0,3711.977080952381,4226.0,3842.0
305937.9999637604,0.0,3458.0,3711.9752619047613,4226.0,3842.0
306938.9998912811,0.0,3458.0,3711.942561904762,4226.0,3842.0
307940.00005722046,0.0,3458.0,3711.9498285714285,4226.0,3842.0
308940.9999847412,0.0,3458.0,3712.0079571428573,4226.0,3842.0
309941.999912262,0.0,3458.0,3712.0897000000004,4226.0,3842.0
310942.9998397827,0.0,3458.0,3712.195057142857,4226.0,3842.0
311944.00000572205,0.0,3458.0,3712.313133333333,4226.0,3842.0
312944.9999332428,0.0,3458.0,3712.4639047619053,4226.0,3842.0
313945.99986076355,0.0,3458.0,3712.483885714286,4226.0,3842.0
314947.0000267029,0.0,3458.0,3712.465723809524,4226.0,3842.0
315947.99995422363,0.0,3458.0,3712.4711714285713,4226.0,3842.0
316948.9998817444,0.0,3458.0,3712.4112285714286,4226.0,3842.0
317950.0000476837,0.0,3458.0,3712.427580952381,4226.0,3842.0
318950.99997520447,0.0,3458.0,3712.427580952381,4226.0,3842.0
319951.9999027252,0.0,3458.0,3712.400333333333,4226.0,3842.0
320952.999830246,0.0,3458.0,3712.422128571429,4226.0,3842.0
321953.9999961853,0.0,3458.0,3712.456642857143,4226.0,3842.0
322954.99992370605,0.0,3458.0,3712.4366619047614,4226.0,3842.0
323955.9998512268,0.0,3458.0,3712.4421095238094,4226.0,3842.0
324957.00001716614,0.0,3458.0,3712.433028571428,4226.0,3842.0
325957.9999446869,0.0,3458.0,3712.427580952381,4226.0,3842.0
326958.99987220764,0.0,3458.0,3712.4312142857143,4226.0,3842.0
327960.000038147,0.0,3458.0,3712.4184999999998,4226.0,3842.0
328960.9999656677,0.0,3458.0,3712.318590476191,4226.0,3842.0
329961.9998931885,0.0,3458.0,3712.1787190476193,4226.0,3842.0
330963.0000591278,0.0,3458.0,3712.106057142857,4226.0,3842.0
331963.99998664856,0.0,3458.0,3712.024314285715,4226.0,3842.0
332964.9999141693,0.0,3458.0,3711.906238095238,4226.0,3842.0
333965.99984169006,0.0,3458.0,3711.775447619047,4226.0,3842.0
334967.0000076294,0.0,3458.0,3711.7518333333333,4226.0,3842.0
335967.99993515015,0.0,3458.0,3711.7627285714284,4226.0,3842.0
336968.9998626709,0.0,3458.0,3711.7500142857143,4226.0,3842.0
337970.00002861023,0.0,3458.0,3711.7845285714293,4226.0,3842.0
338970.999956131,0.0,3458.0,3711.757276190476,4226.0,3842.0
339971.99988365173,0.0,3458.0,3711.735480952381,4226.0,3842.0
340973.00004959106,0.0,3458.0,3711.7518285714286,4226.0,3842.0
341973.9999771118,0.0,3458.0,3711.7881619047616,4226.0,3842.0
342974.99990463257,0.0,3458.0,3711.780895238095,4226.0,3842.0
343975.9998321533,0.0,3458.0,3711.8226761904766,4226.0,3842.0
344976.99999809265,0.0,3458.0,3711.8063285714284,4226.0,3842.0
345977.9999256134,0.0,3458.0,3711.802695238095,4226.0,3842.0
346978.99985313416,0.0,3458.0,3711.795428571429,4226.0,3842.0
347980.0000190735,0.0,3458.0,3711.791795238096,4226.0,3842.0
348980.99994659424,0.0,3458.0,3711.8535571428574,4226.0,3842.0
349981.999874115,0.0,3458.0,3711.9516523809525,4226.0,3842.0
350983.0000400543,0.0,3458.0,3712.029761904762,4226.0,3842.0
351983.9999675751,0.0,3458.0,3712.024314285715,4226.0,3842.0
352984.9998950958,0.0,3458.0,3712.022495238095,4226.0,3842.0
353986.0000610352,0.0,3458.0,3712.006147619048,4226.0,3842.0
354986.9999885559,0.0,3458.0,3711.993433333333,4226.0,3842.0
355987.99991607666,0.0,3458.0,3711.993433333333,4226.0,3842.0
356988.9998435974,0.0,3458.0,3711.9734523809525,4226.0,3842.0
357990.00000953674,0.0,3458.0,3711.9843523809527,4226.0,3842.0
358990.9999370575,0.0,3458.0,3711.9988809523807,4226.0,3842.0
359991.99986457825,0.0,3458.0,3712.069728571428,4226.0,3842.0
360993.0000305176,0.0,3458.0,3712.215052380953,4226.0,3842.0
361993.99995803833,0.0,3458.0,3712.255014285714,4226.0,3842.0
363757.9998970032,0.0,3458.0,3712.1878000000006,4226.0,3842.0
364759.0000629425,0.0,3458.0,3712.185985714286,4226.0,3842.0
365759.99999046326,0.0,3458.0,3712.156919047619,4226.0,3842.0
366760.999917984,0.0,3458.0,3712.1478380952376,4226.0,3842.0
367761.9998455048,0.0,3458.0,3712.1387571428572,4226.0,3842.0
368763.0000114441,0.0,3458.0,3712.156919047619,4226.0,3842.0
369763.9999389648,0.0,3458.0,3712.1224047619044,4226.0,3842.0
370764.9998664856,0.0,3458.0,3712.0860714285714,4226.0,3842.0
371766.0000324249,0.0,3458.0,3712.0570047619044,4226.0,3842.0
372766.9999599457,0.0,3458.0,3712.0134095238095,4226.0,3842.0
373767.9998874664,0.0,3458.0,3711.9934285714285,4226.0,3842.0
374769.00005340576,0.0,3458.0,3711.9752666666664,4226.0,3842.0
375769.9999809265,0.0,3458.0,3711.973452380952,4226.0,3842.0
376770.99990844727,0.0,3458.0,3711.982533333334,4226.0,3842.0
377771.999835968,0.0,3458.0,3711.966185714286,4226.0,3842.0
378773.00000190735,0.0,3458.0,3711.9789047619047,4226.0,3842.0
379773.9999294281,0.0,3458.0,3711.995252380952,4226.0,3842.0
380774.99985694885,0.0,3458.0,3711.968004761905,4226.0,3842.0
381776.0000228882,0.0,3458.0,3711.900790476191,4226.0,3842.0
382776.99995040894,0.0,3458.0,3711.7899809523806,4226.0,3842.0
383777.9998779297,0.0,3458.0,3711.740938095238,4226.0,3842.0
384779.000043869,0.0,3458.0,3711.793619047619,4226.0,3842.0
385779.99997138977,0.0,3458.0,3711.7863523809524,4226.0,3842.0
386780.9998989105,0.0,3458.0,3711.759104761905,4226.0,3842.0
387782.00006484985,0.0,3458.0,3711.7445714285714,4226.0,3842.0
388782.9999923706,0.0,3458.0,3711.7500190476194,4226.0,3842.0
389783.99991989136,0.0,3458.0,3711.717323809524,4226.0,3842.0
390784.9998474121,0.0,3458.0,3711.7554714285716,4226.0,3842.0
391786.0000133514,0.0,3458.0,3711.768190476191,4226.0,3842.0
392786.9999408722,0.0,3458.0,3711.7827238095238,4226.0,3842.0
393787.99986839294,0.0,3458.0,3711.822685714286,4226.0,3842.0
394789.0000343323,0.0,3458.0,3711.889895238095,4226.0,3842.0
395789.999961853,0.0,3458.0,3712.0315809523813,4226.0,3842.0
396790.9998893738,0.0,3458.0,3712.1387571428572,4226.0,3842.0
397792.0000553131,0.0,3458.0,3712.1478428571427,4226.0,3842.0
398792.99998283386,0.0,3458.0,3712.18599047619,4226.0,3842.0
399793.9999103546,0.0,3458.0,3712.2350333333334,4226.0,3842.0
400794.99983787537,0.0,3458.0,3712.2423000000003,4226.0,3842.0
401796.0000038147,0.0,3458.0,3712.249566666667,4226.0,3842.0
402796.99993133545,0.0,3458.0,3712.220504761904,4226.0,3842.0
